RabbitID,SurgeryID,AgeWeeks,WeightKg,Sex,Strain,SurgeryType,DurationMin,AnesthesiaProtocol,LocalBlock,IntraOpAnalgesicMgPerKg,PreOpGrimace,PreOpBehaviorScore,PreOpBiomarker,Housing,VetID,SurgeryPainBoost,LatentPain,ExpectedPainDurationDays,DurationPerKg,PreOpGrimaceFilled,PreOpBiomarkerFilled,PreOpRiskScore,SurgeryComplexity,AnalgesiaNeedScore,AnalgesiaNeedCategory,FirstPostOpGrimace,RescueAnalgesiaGiven,AnalgesicScore,VetBiasFlag,DurationPerKg_x_PreOpGrimace,PreOpRiskScore_x_SurgeryComplexity,DurationPerKg_x_AnalgesicScore,LocalBlock_x_PreOpGrimace,BaselineAnalgesiaNeedScore,BaselineAnalgesiaNeedCategory
522,8601,16,3.14,Female,Dutch Belted,OcularImplant,61,Protocol1,0,0.015675801711792253,5.0,3,52.54,Group,Vet1,10.0,55.578517422860294,6,19.426751592356688,5.0,52.54,21.639,Major,65.83009050818863,Medium,4.0,False,-0.8630152348692661,1.4508306915350344,97.13375796178343,21.639,-16.765582588224596,0.0,64,Medium
523,2612,42,5.0,Female,New Zealand White,BoneDefect,137,Protocol2,0,0.01794498275187728,1.0,0,41.94,Group,Vet7,12.0,48.91150857385092,7,27.4,1.0,41.94,15.328999999999999,Major,54.23787227879772,Medium,0.0,False,-0.8578859533927194,-1.0468284409217132,27.4,15.328999999999999,-23.50607512296051,0.0,76,High
524,6803,41,1.0,Male,Dutch Belted,Catheter,59,Protocol2,0,0.034580390452096044,0.0,2,60.11,Group,Vet3,1.5,47.87342200351184,3,59.0,0.0,60.11,21.0385,Minor,52.432906013279926,Medium,0.0,False,-0.8206286342597716,-1.6394147822303844,0.0,0.0,-48.41708942132652,0.0,28,Low
525,6722,30,2.25,Male,Californian,Catheter,40,Protocol2,0,1.459048227879996,1.0,3,69.29,Group,Vet5,1.5,46.7248145551562,1,17.77777777777778,1.0,69.29,24.9015,Minor,50.435772290677946,Medium,2.0,False,1.1692837472303943,-0.9918941495788447,17.77777777777778,0.0,20.787266617429232,0.0,34,Low
526,3882,19,3.09,Female,Dutch Belted,Ovariohysterectomy,98,Protocol1,0,0.4335787858898386,5.0,1,56.97,Single,Vet3,8.0,56.688371455092636,4,31.715210355987058,5.0,56.97,23.1895,Major,67.75984198081767,Medium,4.0,False,-0.07093831702800302,1.30527626449334,158.57605177993528,23.1895,-2.249823646842814,0.0,58,Medium
527,6409,35,3.79,Female,New Zealand White,OcularImplant,127,Protocol1,0,0.01843018571368124,0.0,5,41.65,Single,Vet10,10.0,47.593856163831255,5,33.50923482849604,0.0,41.65,14.577499999999999,Major,51.94681272970166,Medium,0.0,False,-0.8567906792459584,-1.6587724479736397,0.0,14.577499999999999,-28.71040006971945,0.0,59,Medium
528,2817,30,4.94,Female,New Zealand White,Ovariohysterectomy,90,Protocol1,0,2.034822008017861,2.0,2,50.03,Group,Vet1,8.0,48.76382379016153,4,18.218623481781375,2.0,50.03,18.8105,Major,53.98108632268755,Medium,4.0,False,1.652819209879394,-0.41819435392072657,36.43724696356275,18.8105,30.112090868248064,0.0,64,Medium
529,2740,20,2.66,Female,New Zealand White,Catheter,46,Protocol2,0,1.4497042392487163,2.0,4,37.73,Single,Vet7,1.5,33.89305468709521,1,17.293233082706767,2.0,37.73,14.5055,Minor,28.124633363690428,Low,0.0,0,1.160533529269942,-0.45135568178924096,34.58646616541353,0.0,20.069376821961402,0.0,36,Medium
530,5589,39,2.58,Male,Californian,Castration,20,Protocol2,0,0.0380448644919845,0.0,4,43.59,Group,Vet7,5.5,36.806049140396595,1,7.751937984496124,0.0,43.59,15.2565,Minor,33.189583503765974,Low,0.0,0,-0.8129448686597356,-1.6423012000541857,0.0,0.0,-6.3018982066646165,0.0,31,Low
531,2399,14,3.96,Male,Dutch Belted,OcularImplant,80,Protocol2,0,0.27727389439982597,5.0,4,57.17,Single,Vet3,10.0,60.24828266478247,4,20.2020202020202,5.0,57.17,23.2595,Major,73.94961441918956,High,3.0,1,-0.3362801979537512,1.30527626449334,101.01010101010101,23.2595,-6.793539352601034,0.0,70,High
532,3288,14,2.03,Male,Dutch Belted,Catheter,45,Protocol1,0,0.04323194945557493,1.0,1,48.38,Group,Vet2,1.5,37.62388789580721,1,22.167487684729068,1.0,48.38,17.583,Minor,34.611595315042024,Low,2.0,0,-0.8014883783387012,-1.0187722656704263,22.167487684729068,0.0,-17.76698375627663,0.0,36,Medium
533,6717,25,3.92,Male,New Zealand White,BoneDefect,92,Protocol1,1,0.02523757736258138,4.0,3,57.93,Single,Vet6,12.0,60.56363485653034,7,23.46938775510204,4.0,57.93,22.8755,Major,74.49793098943096,High,5.0,1,-0.8414787742064409,0.7584082915959725,93.87755102040816,22.8755,-19.748991639538918,4.0,79,High
534,8311,33,4.0,Male,New Zealand White,Castration,28,Protocol2,0,0.02689828694314006,1.0,4,60.22,Group,Vet8,5.5,48.027207204753566,2,7.0,1.0,60.22,21.726999999999997,Minor,52.70029903069129,Medium,3.0,False,-0.8377587578177909,-1.1829958311471658,7.0,0.0,-5.864311304724536,0.0,33,Low
535,5429,44,3.24,Male,Californian,Catheter,32,Protocol1,1,0.3441902908569071,5.0,3,61.85,Single,Vet5,1.5,48.6366566762696,1,9.876543209876543,5.0,61.85,24.8975,Minor,53.75997533135356,Medium,4.0,False,-0.21891478015640792,1.411712239713557,49.382716049382715,0.0,-2.162121285495387,5.0,42,Medium
536,8226,23,3.21,Male,New Zealand White,OcularImplant,63,Protocol1,0,0.02924251838570941,5.0,0,37.87,Single,Vet1,10.0,49.02307292896592,4,19.626168224299064,5.0,37.87,16.5045,Major,54.431854074893046,Medium,5.0,True,-0.8325178683472731,1.4508306915350344,98.13084112149532,16.5045,-16.339135733918443,0.0,65,Medium
537,2126,22,3.65,Male,Californian,Catheter,25,Protocol2,1,0.01795830799474453,0.0,2,41.9,Single,Vet8,1.5,30.3727421156218,3,6.8493150684931505,0.0,41.9,14.665,Minor,22.00371279970294,Low,2.0,0,-0.8578558666503909,-1.8018272918027072,0.0,0.0,-5.875725114043774,0.0,34,Low
538,7459,24,3.72,Female,Californian,Catheter,23,Protocol1,0,0.27689192239592825,0.0,3,64.38,Group,Vet2,1.5,42.75324506854944,3,6.182795698924731,0.0,64.38,22.532999999999998,Minor,43.53023170349598,Medium,2.0,False,-0.336967645594281,-1.629405294204518,0.0,0.0,-2.0834021098571136,0.0,34,Low
539,5260,18,5.0,Female,New Zealand White,Ovariohysterectomy,117,Protocol1,1,0.32501763029635533,1.0,2,57.24,Single,Vet2,8.0,49.05847597601422,4,23.4,1.0,57.24,20.683999999999997,Major,54.49341089245004,Medium,2.0,False,-0.2519338340653324,-1.0187722656704263,23.4,20.683999999999997,-5.895251717128777,1.0,58,Medium
540,8041,33,2.59,Male,New Zealand White,Catheter,50,Protocol2,0,2.167838554790861,4.0,3,41.75,Single,Vet3,1.5,36.41448307277896,3,19.305019305019307,4.0,41.75,17.2125,Minor,32.508750553060864,Low,2.0,0,1.7514134219806912,0.716338055148595,77.22007722007723,0.0,33.81106992240717,0.0,32,Low
541,8758,29,1.86,Male,New Zealand White,Catheter,27,Protocol2,1,0.027969263255786712,1.0,5,50.08,Single,Vet1,1.5,45.19862331687494,1,14.516129032258064,1.0,50.08,18.177999999999997,Minor,47.78211721167359,Medium,2.0,False,-0.8353629429898703,-1.0412027024059802,14.516129032258064,0.0,-12.126236269207794,1.0,36,Medium
542,4154,28,2.46,Male,Californian,Castration,20,Protocol2,1,1.597442539520209,0.0,4,52.0,Group,Vet5,5.5,38.184034994362456,2,8.130081300813009,0.0,52.0,18.2,Minor,35.585547435711156,Medium,0.0,True,1.2951283740057038,-1.5927957469019451,0.0,0.0,10.529498975656129,0.0,33,Low
543,1333,38,2.67,Male,New Zealand White,Castration,20,Protocol2,1,0.3709409758229631,4.0,2,56.21,Group,Vet4,5.5,49.43953096252557,4,7.490636704119851,4.0,56.21,22.273500000000002,Minor,55.155967769315986,Medium,4.0,True,-0.17362342591406604,0.8154085693885433,29.962546816479403,0.0,-1.3005500068469367,4.0,33,Low
544,5090,27,5.0,Female,Dutch Belted,BoneDefect,98,Protocol1,0,2.0741228521167008,2.0,1,39.0,Group,Vet9,12.0,51.65209912714895,7,19.6,2.0,39.0,14.95,Major,59.0030562602107,Medium,4.0,False,1.682392445421449,-0.5866038234175253,39.2,14.95,32.974891930260405,0.0,73,High
545,9271,44,4.15,Male,New Zealand White,OcularImplant,117,Protocol1,0,0.02466336797285305,3.0,3,52.3,Group,Vet2,10.0,56.1470205574823,4,28.19277108433735,3.0,52.3,20.254999999999995,Major,66.81857163216529,Medium,2.0,False,-0.8427664146331824,0.20249379139775678,84.57831325301204,20.254999999999995,-23.759920605321042,0.0,70,High
546,6298,23,1.29,Male,Dutch Belted,OcularImplant,115,Protocol1,1,0.026013954136732586,1.0,3,42.18,Group,Vet2,10.0,45.87638864645888,5,89.14728682170542,1.0,42.18,15.412999999999998,Major,48.96057726576809,Medium,0.0,False,-0.8397389281832429,-1.0187722656704263,89.14728682170542,15.412999999999998,-74.86044708610305,1.0,63,Medium
547,3673,27,1.56,Female,Dutch Belted,Catheter,24,Protocol1,1,0.03424034484936129,5.0,1,47.09,Group,Vet5,1.5,45.5911168651942,1,15.384615384615383,5.0,47.09,19.7315,Minor,48.464562813410105,Medium,3.0,False,-0.8213841986551906,1.411712239713557,76.92307692307692,0.0,-12.636679979310625,5.0,30,Low
548,1912,26,1.77,Female,Californian,BoneDefect,126,Protocol1,1,0.3382803283876882,2.0,3,50.71,Group,Vet8,12.0,58.6828918892124,8,71.1864406779661,2.0,50.71,19.0485,Major,71.22780139994028,High,2.0,1,-0.22904240555917382,-0.5641643704916243,142.3728813559322,19.0485,-16.304713616076782,2.0,62,Medium
549,8189,50,3.53,Female,Californian,BoneDefect,106,Protocol2,0,1.9492133764591262,3.0,1,53.89,Single,Vet3,12.0,60.305274833303486,9,30.02832861189802,3.0,53.89,20.8115,Major,74.04870918114715,High,4.0,1,1.5870518798752857,0.12739984580385016,90.08498583569406,20.8115,47.65651537302558,0.0,86,High
550,3453,42,1.2000000000000002,Male,Dutch Belted,BoneDefect,145,Protocol2,0,0.26908540550144344,3.0,1,58.87,Single,Vet9,12.0,65.88797460763853,8,120.83333333333331,3.0,58.87,22.554499999999997,Major,83.7555920665477,High,5.0,1,-0.35106252325731124,0.03731576484844303,362.49999999999994,22.554499999999997,-42.42005489359177,0.0,82,High
551,8244,13,5.0,Male,New Zealand White,OcularImplant,85,Protocol2,0,0.2926444428858194,1.0,2,35.66,Single,Vet3,10.0,43.07079073023728,4,17.0,1.0,35.66,13.130999999999998,Major,44.08236215531451,Medium,0.0,True,-0.30878654804518446,-1.0504765728856396,17.0,13.130999999999998,-5.249371316768136,0.0,66,Medium
552,8340,31,3.34,Male,Californian,OcularImplant,93,Protocol1,0,2.690899126386733,3.0,3,48.19,Group,Vet7,10.0,48.571405332726314,6,27.84431137724551,3.0,48.19,18.816499999999998,Major,53.646519982598896,Medium,4.0,True,2.1026575181298104,0.1441170773432314,83.53293413173654,18.816499999999998,58.54705065451269,0.0,57,Medium
553,5237,9,4.2,Female,New Zealand White,Catheter,33,Protocol2,1,0.022146709602553497,3.0,1,42.36,Group,Vet1,1.5,35.38152215774587,2,7.857142857142857,3.0,42.36,16.776,Minor,30.71269648733481,Low,4.0,0,-0.8484184401674584,0.20481399456452706,23.57142857142857,0.0,-6.66614488703003,3.0,30,Low
554,3163,35,3.87,Female,Dutch Belted,Ovariohysterectomy,119,Protocol1,0,0.4577330625944466,0.0,1,42.96,Group,Vet1,8.0,41.97676787186908,4,30.74935400516796,0.0,42.96,15.036,Major,42.180137033169885,Medium,0.0,False,-0.03253520824847053,-1.664211050891234,0.0,15.036,-1.000436636064081,0.0,65,Medium
555,3324,31,2.28,Male,Californian,OcularImplant,111,Protocol2,0,0.021117710090987923,5.0,2,36.29,Group,Vet1,10.0,52.95641945459292,7,48.684210526315795,5.0,36.29,15.9515,Major,61.270934737529295,Medium,5.0,False,-0.850733423190878,1.4508306915350344,243.42105263157896,15.9515,-41.41728507639801,0.0,62,Medium
556,4927,27,5.0,Male,Dutch Belted,BoneDefect,145,Protocol1,0,1.9600445965567694,0.0,3,43.59,Group,Vet9,12.0,46.09248600055388,9,29.0,0.0,43.59,15.2565,Major,49.33631513325801,Medium,2.0,False,1.5954775042787512,-1.834442999949462,0.0,15.2565,46.26884762408378,0.0,86,High
557,8055,16,2.49,Female,Dutch Belted,OcularImplant,79,Protocol1,1,0.026706720852082116,1.0,4,50.86,Single,Vet8,10.0,48.64426639018334,5,31.726907630522085,1.0,50.86,18.450999999999997,Major,53.773206671876586,Medium,0.0,False,-0.838187561890656,-1.1829958311471658,31.726907630522085,18.450999999999997,-26.593099353157356,1.0,63,Medium
558,2484,18,4.16,Female,New Zealand White,Ovariohysterectomy,51,Protocol2,0,0.03664704176690339,1.0,5,51.67,Group,Vet9,8.0,48.35232436666884,3,12.259615384615385,1.0,51.67,18.734499999999997,Major,53.26559437923459,Medium,3.0,False,-0.8160419722200932,-1.2105234116834935,12.259615384615385,18.734499999999997,-10.004360717121335,0.0,64,Medium
559,6639,18,3.92,Male,New Zealand White,BoneDefect,127,Protocol2,1,0.02073951581024539,3.0,2,46.98,Group,Vet2,12.0,53.112859685016375,7,32.39795918367347,3.0,46.98,18.392999999999997,Major,61.54294416964432,Medium,3.0,False,-0.8515848489166715,0.20249379139775678,97.19387755102042,18.392999999999997,-27.589611176637064,3.0,75,High
560,5348,32,3.84,Female,Californian,OcularImplant,82,Protocol1,0,0.021607217451485167,4.0,3,45.84,Group,Vet9,10.0,56.86151366348211,6,21.354166666666668,4.0,45.84,18.644000000000002,Major,68.06089186837974,Medium,5.0,False,-0.8496318673342619,0.6612353531144114,85.41666666666667,18.644000000000002,-18.143180500367052,0.0,64,Medium
561,4796,30,1.96,Female,Dutch Belted,Ovariohysterectomy,105,Protocol1,1,1.6842500048184867,4.0,4,70.1,Group,Vet2,8.0,61.546134758073,6,53.57142857142857,4.0,70.1,27.134999999999998,Major,76.20624629648654,High,2.0,1,1.3706863378467777,0.8131268199318483,214.28571428571428,27.134999999999998,73.42962524179165,4.0,63,Medium
562,8635,46,5.0,Male,Californian,BoneDefect,134,Protocol2,0,0.014797435781502338,1.0,4,42.05,Single,Vet4,12.0,54.077608228895514,6,26.8,1.0,42.05,15.367499999999998,Major,63.22039441913601,Medium,2.0,False,-0.865003779841586,-1.0495357823812932,26.8,15.367499999999998,-23.182101299754507,0.0,87,High
563,4307,13,5.0,Male,New Zealand White,BoneDefect,113,Protocol1,0,0.6197996969121657,5.0,5,60.54,Single,Vet1,12.0,63.85672794042223,9,22.6,5.0,60.54,24.439,Major,80.22377514874161,High,3.0,1,0.20976291592628576,1.4508306915350344,113.0,24.439,4.740641899934059,0.0,93,High
564,5665,27,2.95,Female,Dutch Belted,Ovariohysterectomy,81,Protocol1,1,0.015126402303096751,0.0,1,53.96,Single,Vet5,8.0,44.74551234334834,4,27.457627118644066,0.0,53.96,18.886,Major,46.99427345651904,Medium,0.0,False,-0.8642588263833799,-1.5927957469019451,0.0,18.886,-23.730496588831787,0.0,58,Medium
565,2424,35,3.6,Female,Dutch Belted,Ovariohysterectomy,72,Protocol2,0,0.03375292062541607,2.0,5,53.96,Group,Vet6,8.0,55.03148347558038,6,20.0,2.0,53.96,20.186,Major,64.87893879392384,Medium,1.0,False,-0.8224676643736328,-0.46059994921952757,40.0,20.186,-16.449353287472658,0.0,66,Medium
566,7935,41,5.0,Male,Californian,BoneDefect,155,Protocol2,1,0.010145319583337618,3.0,3,49.86,Group,Vet2,12.0,54.95715300514345,8,31.0,3.0,49.86,19.400999999999996,Major,64.74969717239422,Medium,2.0,False,-0.8755645537537476,0.20249379139775678,93.0,19.400999999999996,-27.142501166366177,3.0,72,High
567,9302,40,2.07,Male,New Zealand White,Catheter,28,Protocol2,1,0.01982813565153563,0.0,3,52.88,Single,Vet10,1.5,37.79326590589558,2,13.52657004830918,0.0,52.88,18.508,Minor,34.906100227315555,Low,1.0,0,-0.8536379284727648,-1.6587724479736397,0.0,0.0,-11.546793235380393,0.0,29,Low
568,8222,29,2.85,Female,Dutch Belted,Ovariohysterectomy,69,Protocol2,0,1.184383040136965,2.0,1,40.09,Single,Vet8,8.0,42.53795648710049,3,24.210526315789473,2.0,40.09,15.3315,Major,43.155900084178704,Medium,2.0,False,0.897058087312876,-0.5641643704916243,48.421052631578945,15.3315,21.718248429680152,0.0,58,Medium
569,7752,18,4.37,Female,New Zealand White,Ovariohysterectomy,65,Protocol2,1,2.140227067797255,2.0,0,44.29,Single,Vet6,8.0,41.971424159858664,5,14.874141876430206,2.0,44.29,16.801499999999997,Major,42.17084568870303,Medium,4.0,False,1.7312922374226702,-0.46059994921952757,29.748283752860413,16.801499999999997,25.751486368987088,2.0,53,Medium
570,9159,42,1.54,Male,Californian,Catheter,43,Protocol1,0,0.044695914896715865,5.0,0,52.16,Single,Vet5,1.5,47.77872272642904,3,27.92207792207792,5.0,52.16,21.505999999999997,Minor,52.26824826180978,Medium,3.0,False,-0.7982652872201752,1.411712239713557,139.6103896103896,0.0,-22.289225552251644,0.0,34,Low
571,7446,33,3.91,Female,New Zealand White,Ovariohysterectomy,113,Protocol1,0,0.023488309750052495,5.0,3,34.01,Single,Vet1,8.0,47.628655339241384,4,28.9002557544757,5.0,34.01,15.1535,Major,52.007319569379405,Medium,5.0,False,-0.8454036840331769,1.4508306915350344,144.5012787723785,15.1535,-24.43238268433478,0.0,72,High
572,8933,8,2.37,Male,New Zealand White,Catheter,38,Protocol2,0,0.016228403062335275,5.0,2,33.41,Single,Vet7,1.5,33.992014369906585,1,16.0337552742616,5.0,33.41,14.943499999999998,Minor,28.296698867882945,Low,5.0,0,-0.8617650739993467,1.335062595608176,80.16877637130801,0.0,-13.817330300411463,0.0,38,Medium
573,8479,46,1.31,Male,Californian,Catheter,20,Protocol2,0,2.2279700601351915,1.0,2,52.69,Group,Vet10,1.5,42.81559210487129,1,15.267175572519083,1.0,52.69,19.091499999999996,Minor,43.63863720697841,Medium,0.0,False,1.7946326087542586,-1.0399596049990358,15.267175572519083,0.0,27.398971126019212,0.0,30,Low
574,4052,36,4.55,Male,Californian,BoneDefect,130,Protocol1,0,0.018684987016210124,1.0,5,54.31,Single,Vet10,12.0,56.03366274371877,6,28.571428571428573,1.0,54.31,19.658499999999997,Major,66.62147147152147,Medium,2.0,False,-0.8562157118209879,-1.0399596049990358,28.571428571428573,19.658499999999997,-24.463306052028226,0.0,74,High
575,8248,20,2.06,Female,New Zealand White,OcularImplant,99,Protocol2,0,0.021626841523568217,1.0,5,49.86,Group,Vet8,10.0,56.725604216769625,5,48.05825242718446,1.0,49.86,18.100999999999996,Major,67.8245802027726,Medium,0.0,True,-0.8495877175903456,-1.1829958311471658,48.05825242718446,18.100999999999996,-40.829700990992336,0.0,55,Medium
576,7512,30,4.86,Female,Californian,BoneDefect,96,Protocol2,1,0.04184382286129893,1.0,3,56.49,Group,Vet10,12.0,55.28996280125318,8,19.753086419753085,1.0,56.49,20.421499999999998,Major,65.32836803855878,Medium,2.0,False,-0.8045486816665564,-1.0399596049990358,19.753086419753085,20.421499999999998,-15.892319637857902,1.0,77,High
577,7454,38,2.08,Female,Californian,OcularImplant,104,Protocol1,0,1.6271645040797076,0.0,3,57.73,Group,Vet7,10.0,54.12392604208812,6,50.0,0.0,57.73,20.205499999999997,Major,63.30092921526377,Medium,2.0,False,1.321279220005306,-1.6423012000541857,0.0,20.205499999999997,66.06396100026531,0.0,64,Medium
578,1011,28,3.33,Female,Californian,Ovariohysterectomy,78,Protocol1,0,0.026254546745166397,3.0,5,51.89,Single,Vet6,8.0,53.82747935088346,4,23.423423423423422,3.0,51.89,20.1115,Major,62.785484461004,Medium,3.0,False,-0.8392000317850736,0.14890417118822247,70.27027027027026,20.1115,-19.656937681452174,0.0,62,Medium
579,5866,26,2.49,Male,Dutch Belted,OcularImplant,88,Protocol1,0,0.26323903177060143,4.0,3,54.42,Single,Vet4,10.0,59.02518802379004,5,35.34136546184739,4.0,54.42,21.647000000000002,Major,71.8229665753533,High,2.0,1,-0.36167520590313035,0.8154085693885433,141.36546184738955,21.647000000000002,-12.782095630311433,0.0,60,Medium
580,3088,30,2.06,Male,Californian,OcularImplant,78,Protocol1,0,2.0304595062948776,1.0,0,49.86,Group,Vet2,10.0,46.812080475214955,4,37.86407766990291,1.0,49.86,18.100999999999996,Major,50.587505341018804,Medium,3.0,False,1.6495129125901293,-1.0187722656704263,37.86407766990291,18.100999999999996,62.45728503982043,0.0,53,Medium
581,3567,30,3.18,Female,Californian,Ovariohysterectomy,61,Protocol1,0,1.78933756967867,4.0,5,70.2,Group,Vet6,8.0,61.10118989690976,5,19.18238993710692,4.0,70.2,27.17,Major,75.43260131603675,High,3.0,1,1.4589515977677476,0.7584082915959725,76.72955974842768,27.17,27.986178447746102,0.0,71,High
582,9689,20,3.47,Female,New Zealand White,Ovariohysterectomy,77,Protocol1,0,1.4256340109959784,5.0,3,61.15,Group,Vet4,8.0,56.12746694738754,3,22.190201729106626,5.0,61.15,24.6525,Major,66.7845729199205,Medium,5.0,False,1.1378382169999077,1.4370566866451555,110.95100864553314,24.6525,25.248859570314952,0.0,66,Medium
583,2529,33,3.71,Female,New Zealand White,Ovariohysterectomy,82,Protocol1,0,2.385283088364971,3.0,0,47.16,Group,Vet4,8.0,47.074042653321044,5,22.10242587601078,3.0,47.16,18.455999999999996,Major,51.04299037264638,Medium,2.0,True,1.9040002023197995,0.19376045213193113,66.30727762803234,18.455999999999996,42.083023339682896,0.0,60,Medium
584,4182,22,1.26,Female,Dutch Belted,Catheter,20,Protocol2,0,1.2180525897466223,0.0,0,52.58,Group,Vet10,1.5,41.47759542314937,1,15.873015873015873,0.0,52.58,18.403,Minor,41.31220418791528,Medium,0.0,False,0.9322149358253832,-1.6587724479736397,0.0,0.0,14.79706247341878,0.0,25,Low
585,4667,31,2.34,Female,Californian,Catheter,40,Protocol1,1,0.02450908333520193,2.0,0,37.29,Single,Vet6,1.5,33.850646684863,3,17.094017094017094,2.0,37.29,14.3515,Minor,28.05089672591451,Low,2.0,0,-0.8431125144382783,-0.46059994921952757,34.18803418803419,0.0,-14.412179733987662,2.0,27,Low
586,3303,27,2.7,Male,Californian,Catheter,54,Protocol2,0,0.917778637581614,0.0,5,52.95,Group,Vet2,1.5,37.48953705499461,1,20.0,0.0,52.95,18.5325,Minor,34.37799366529571,Low,0.0,0,0.5978837696090918,-1.629405294204518,0.0,0.0,11.957675392181837,0.0,26,Low
587,1944,9,1.27,Female,Dutch Belted,Catheter,53,Protocol2,1,0.03853340802701445,3.0,1,50.25,Group,Vet5,1.5,41.4281205267162,2,41.732283464566926,3.0,50.25,19.537499999999998,Minor,41.226180033857794,Medium,5.0,False,-0.8118634044517371,0.20990904506735622,125.19685039370077,0.0,-33.88091372908824,3.0,33,Low
588,9636,22,2.86,Male,Californian,Castration,20,Protocol2,0,1.74222677190643,1.0,4,59.49,Single,Vet4,5.5,46.81795542307252,2,6.993006993006993,1.0,59.49,21.4715,Minor,50.59772036835618,Medium,1.0,False,1.4198008403190177,-1.0495357823812932,6.993006993006993,0.0,9.928677205028096,0.0,39,Medium
589,8611,16,3.9,Female,Californian,Ovariohysterectomy,48,Protocol1,0,0.04349758642525758,4.0,2,49.74,Group,Vet4,8.0,52.03695716591636,4,12.307692307692308,4.0,49.74,20.009,Major,59.672225669426346,Medium,2.0,False,-0.8009032117325589,0.8154085693885433,49.23076923076923,20.009,-9.85727029824688,0.0,66,Medium
